id,username,email,first_name,last_name,role,status,created_at,has_client_account,has_merchant_account,tx_as_client,tx_as_merchant,approved_tx_as_client,approved_tx_as_merchant,likely_test_account,structurally_real,real_user_candidate
12c361c6-c726-47f2-8df2-fcac62902239,client_tl_1770132877523,client.timeline.1770132877523@pmp.local,Client,Timeline,ROLE_CLIENT,ACTIVE,2026-02-03 15:34:37.938905,t,f,3,0,3,0,t,t,f
57f2f745-dbc5-4515-b054-b85df571093d,alice.client.111758102,alice.client.111758102@test.com,Alice,Client,ROLE_CLIENT,ACTIVE,2026-02-02 11:17:38.835371,t,f,1,0,1,0,t,t,f
c05a8e1d-5b03-401c-9703-be6b1aa15e55,alice.client.1255825759,alice.client.1255825759@test.com,Alice,Client,ROLE_CLIENT,ACTIVE,2026-02-02 11:16:23.247717,t,f,0,0,0,0,t,t,f
7c9232df-5ec9-46a8-be8a-ec1864dbcb10,sophie_martin_1788724596,sophie.martin.1788724596@gmail-test.com,Sophie,Martin,ROLE_CLIENT,ACTIVE,2026-02-02 10:52:13.582753,t,f,0,0,0,0,f,t,t
bbabc29c-6e3f-4d79-943c-ef14a22026a7,client_87635913,client_87635913@test.local,Test,client,ROLE_CLIENT,ACTIVE,2026-02-02 10:49:35.851116,t,f,0,0,0,0,t,t,f
f98aa637-c3fd-4449-a580-0cd9b0269e3a,client,client@pmp.local,Sophie,Client,ROLE_CLIENT,ACTIVE,2026-02-02 10:40:27.381272,t,f,1,0,1,0,f,t,t
d75382a7-19b3-4bc8-9512-6bf5ba136a2b,client_pmp,client@pmp.edu,Jean,Client,ROLE_CLIENT,ACTIVE,2026-02-01 22:06:27.076243,t,f,4,0,4,0,t,t,f
2a2e5e1a-f31e-42c6-a892-ccc8ed2db60b,client_test1,client1@test.com,Jean,Dupont,ROLE_CLIENT,ACTIVE,2026-01-31 21:54:42.097509,t,f,0,0,0,0,t,t,f
72260290-8283-4c54-8ef0-ea48fbaaca02,julie_student_1630105258,julie.student.1630105258@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-15 16:19:27.540648,f,f,0,0,0,0,f,t,t
f2ae43a5-d627-49ef-b4bc-763aa7b66593,julie_student_1589271305,julie.student.1589271305@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-15 13:45:11.528869,f,f,0,0,0,0,f,t,t
062942f5-f7f8-4f6d-8ab7-c8e215958663,julie_student_927530940,julie.student.927530940@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-14 15:29:31.617993,f,f,0,0,0,0,f,t,t
f434145a-217e-41b5-8a89-9e61e7a4edd2,julie_student_317475632,julie.student.317475632@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-14 14:49:02.323815,f,f,0,0,0,0,f,t,t
728fb71c-fd04-4ddd-bf5b-219506b31994,student_ver2_60230378,student_ver2_60230378@pmp.edu,Test,Student,ROLE_ETUDIANT,ACTIVE,2026-02-14 14:49:01.827447,f,f,0,0,0,0,f,t,t
6531134b-48b6-495c-a6fe-d1f144230d26,student_ver2_1086318341,student_ver2_1086318341@pmp.edu,Test,Student,ROLE_ETUDIANT,ACTIVE,2026-02-14 14:35:38.074102,f,f,0,0,0,0,f,t,t
7b0a123e-e826-42c3-81f6-75822b7b9de2,student_journey_688384316,student.journey.688384316@pmp.edu,Student,Journey,ROLE_ETUDIANT,ACTIVE,2026-02-14 14:35:35.56745,f,f,0,0,0,0,f,t,t
e8c5e475-4550-4d02-8196-ef1b8105d8e2,julie_student_569100458,julie.student.569100458@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-14 14:28:36.591939,f,f,0,0,0,0,f,t,t
b33b3204-17aa-45fc-859f-0fb91a96b299,student_553462268,student_553462268@test.local,Test,student,ROLE_ETUDIANT,ACTIVE,2026-02-14 14:28:36.387942,f,f,0,0,0,0,t,t,f
e1b12387-0094-4363-88ab-c88fd9afbbd5,sandbox_tester,etudiant.sandbox@test.com,Sandbox,Tester,ROLE_ETUDIANT,ACTIVE,2026-02-13 17:54:51.968644,f,f,0,0,0,0,t,t,f
94b0e2df-7cbc-4453-93cb-de158d021503,julie_student_1872831343,julie.student.1872831343@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-13 16:02:16.195328,f,f,0,0,0,0,f,t,t
80975e3c-c895-48fa-9513-4ad4ea6680a0,quizlist_diag_89345178,quizlist.diag.89345178@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-13 15:56:03.816857,f,f,0,0,0,0,f,t,t
6f3afe75-3b83-4dd9-9cef-c22db7bb96f0,ctf_diag_299701661,ctf.diag.299701661@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-13 15:50:50.389718,f,f,0,0,0,0,f,t,t
3fc88f5d-3f24-43c2-b928-d452d99aa126,route_diag_564453204,route.diag.564453204@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-13 15:49:59.163816,f,f,0,0,0,0,f,t,t
a2c38c58-feb8-4d88-a4fd-3fec2e396dd7,diag_student_780494538,diag.student.780494538@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-13 15:49:47.035531,f,f,0,0,0,0,f,t,t
27952a10-1c4e-4b7c-b6b5-ba6de14bced2,julie_student_1669861609,julie.student.1669861609@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-13 15:17:29.278029,f,f,0,0,0,0,f,t,t
5319f319-2e7e-4d26-a75d-c99e0fdf4efb,julie_student_1714446956,julie.student.1714446956@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-13 14:21:08.523034,f,f,0,0,0,0,f,t,t
00bcf9fd-e9ac-41f3-8d02-cb3662b9cf5a,julie_student_1243085245,julie.student.1243085245@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-13 12:53:30.565561,f,f,0,0,0,0,f,t,t
d9ccc8e0-a27f-4d5e-85fa-4e8848a5f340,ctf_terminal_108818355,ctf.terminal.108818355@pmp.edu,CTF,Terminal,ROLE_ETUDIANT,ACTIVE,2026-02-09 00:26:09.903292,f,f,0,0,0,0,f,t,t
c2726e2f-a23d-43da-96c7-81fbebc23fd0,ctf_terminal_1256674811,ctf.terminal.1256674811@pmp.edu,CTF,Terminal,ROLE_ETUDIANT,ACTIVE,2026-02-09 00:25:34.602478,f,f,0,0,0,0,f,t,t
4f117507-03c8-4e31-a0c3-101856f64e4d,ctf_terminal_1775644908,ctf.terminal.1775644908@pmp.edu,CTF,Terminal,ROLE_ETUDIANT,ACTIVE,2026-02-09 00:24:54.834401,f,f,0,0,0,0,f,t,t
4d5aba05-54e9-4a99-8c16-d87b1b816493,ctf_terminal_1645186798,ctf.terminal.1645186798@pmp.edu,CTF,Terminal,ROLE_ETUDIANT,ACTIVE,2026-02-09 00:23:46.059884,f,f,0,0,0,0,f,t,t
1488d771-25af-440d-b914-a9a86084e633,julie_student_1516092199,julie.student.1516092199@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-08 23:55:13.056807,f,f,0,0,0,0,f,t,t
4c7d3463-f647-46ec-b959-3e1a11c4dff1,student_journey_959218639,student.journey.959218639@pmp.edu,Student,Journey,ROLE_ETUDIANT,ACTIVE,2026-02-08 23:55:13.04246,f,f,0,0,0,0,f,t,t
0131e22b-798d-4333-98d6-04e06da85abc,e2e_student_419113023,e2e.student.419113023@pmp.edu,E2E,Student,ROLE_ETUDIANT,ACTIVE,2026-02-08 23:42:44.55869,f,f,0,0,0,0,f,t,t
bda4fae5-dfd5-4fb1-af4f-975c77f6c50d,e2e_student_607326930,e2e.student.607326930@pmp.edu,E2E,Student,ROLE_ETUDIANT,ACTIVE,2026-02-08 23:42:07.199564,f,f,0,0,0,0,f,t,t
83e47d70-38f0-4246-a77b-ae75382fd34f,e2e_student_200409484,e2e.student.200409484@pmp.edu,E2E,Student,ROLE_ETUDIANT,ACTIVE,2026-02-08 23:41:40.689404,f,f,0,0,0,0,f,t,t
db0f1506-ff94-4f1d-932f-224cac78f6b3,student_ver2_73204380,student_ver2_73204380@pmp.edu,Test,Student,ROLE_ETUDIANT,ACTIVE,2026-02-08 23:25:20.660492,f,f,0,0,0,0,f,t,t
636e7882-a65d-4a52-bf1e-72976a14450b,julie_student_453330261,julie.student.453330261@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-08 23:24:20.479362,f,f,0,0,0,0,f,t,t
8bb9b94e-9e1d-4672-b53f-4260abec6a84,ctf_test_student,ctf_test_student@example.com,CTF,Tester,ROLE_ETUDIANT,ACTIVE,2026-02-08 22:05:52.806321,f,f,0,0,0,0,t,t,f
923b802e-9247-4c95-a939-a0fc6f1aa836,student_20260208210041,student_20260208210041@pmp.local,Etudiant,Demo,ROLE_ETUDIANT,ACTIVE,2026-02-08 20:00:42.519131,f,f,0,0,0,0,f,t,t
a747b092-ec24-4b36-8164-efaaaa7a6878,philbalog,philbalog@pmp.edu,Phil,Balog,ROLE_ETUDIANT,ACTIVE,2026-02-08 00:55:05.737723,f,f,0,0,0,0,f,t,t
7d63b53f-9772-4db7-b90f-8bda20ce6a02,debug_student_1770067381366,debug_student_1770067381366@pmp.edu,Debug,Student,ROLE_ETUDIANT,ACTIVE,2026-02-02 21:23:01.718408,f,f,0,0,0,0,f,t,t
bf3428ed-8dc6-4f2f-a515-b0ffda1da535,debug_student_20260202221208,debug_student_20260202221208@pmp.edu,Debug,Student,ROLE_ETUDIANT,ACTIVE,2026-02-02 21:12:08.421024,f,f,0,0,0,0,f,t,t
c3c8dc9b-2499-441b-940c-84125bd155f7,julie_student_1885620384,julie.student.1885620384@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-02 10:59:51.840896,f,f,0,0,0,0,f,t,t
fa9ebe57-e775-46e2-be16-3b8a42558b61,julie_student_91288174,julie.student.91288174@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-02 10:58:53.252354,f,f,0,0,0,0,f,t,t
7800742f-1996-4678-b56c-4a2276a27550,julie_student_965666912,julie.student.965666912@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-02 10:58:34.144818,f,f,0,0,0,0,f,t,t
a5aaa8d3-e20f-4c34-b9a7-5b5407b91499,julie_student_1580130940,julie.student.1580130940@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-02 10:57:09.471777,f,f,0,0,0,0,f,t,t
686d2088-3820-4ee6-98ca-f9744dfa935a,julie_student_244468235,julie.student.244468235@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-02 10:55:16.992014,f,f,0,0,0,0,f,t,t
0faaa870-af58-46d3-92c3-3745bd25ff7e,julie_student_1090846694,julie.student.1090846694@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-02 10:54:44.788355,f,f,0,0,0,0,f,t,t
86c1d8e3-a5fc-4e1a-a6a2-2053642d7751,jean_dupont_1788724596,jean.dupont.1788724596@univ-test.fr,Jean,Dupont,ROLE_ETUDIANT,ACTIVE,2026-02-02 10:52:13.033553,f,f,0,0,0,0,f,t,t
bf5608c5-8c0e-49e4-96ae-bccd87617752,student_433950168,student_433950168@test.local,Test,student,ROLE_ETUDIANT,ACTIVE,2026-02-02 10:49:35.01673,f,f,0,0,0,0,t,t,f
d510d113-7557-4351-b36a-a71b24430466,test_student_1358169352,student_1581527521@pmp.local,Test,Student,ROLE_ETUDIANT,ACTIVE,2026-02-02 10:47:07.639128,f,f,0,0,0,0,t,t,f
bc06fbc9-e33d-4a66-9371-2f3dfc25b2a3,test_student_850462178,student_1643705268@pmp.local,Test,Student,ROLE_ETUDIANT,ACTIVE,2026-02-02 10:45:34.841069,f,f,0,0,0,0,t,t,f
0768a1d9-3689-448f-9c33-b550b644f81e,etudiant_pmp,student01@pmp.edu,Marc,Etudiant,ROLE_ETUDIANT,ACTIVE,2026-02-01 22:06:27.076243,f,f,0,0,0,0,f,t,t
43039e0b-b51d-4d49-bd8d-33a4f0b52edf,etudiant_test1,etudiant1@test.com,Paul,Martin,ROLE_ETUDIANT,ACTIVE,2026-01-31 21:55:18.065625,f,f,0,0,0,0,t,t,f
dfd25a84-f7d4-4cd7-b0c6-aff8008b1cef,etudiant,student@pmp.local,Jean,Etudiant,ROLE_ETUDIANT,ACTIVE,2026-01-31 21:06:53.932257,f,f,0,0,0,0,f,t,t
1e0a60ba-a545-469f-be21-6649daee70ff,prof_turing_1622834435,alan.turing.1622834435@academy-tech.io,Alan,Turing,ROLE_FORMATEUR,ACTIVE,2026-02-15 16:19:29.723296,f,f,0,0,0,0,f,t,t
48a79d62-921b-413d-8fc5-ff9f350d4549,prof_turing_1813662552,alan.turing.1813662552@academy-tech.io,Alan,Turing,ROLE_FORMATEUR,ACTIVE,2026-02-15 13:45:13.886172,f,f,0,0,0,0,f,t,t
58be22b2-ea6b-4f25-a5df-3d36800375b4,prof_turing_761957681,alan.turing.761957681@academy-tech.io,Alan,Turing,ROLE_FORMATEUR,ACTIVE,2026-02-14 15:29:34.696148,f,f,0,0,0,0,f,t,t
2943cd0c-992a-4c66-928f-cc5c364e1e1f,trainer2fa_1676273503,trainer2fa_1676273503@pmp.edu,TwoFA,Trainer,ROLE_FORMATEUR,ACTIVE,2026-02-14 14:49:54.825441,f,f,0,0,0,0,f,t,t
f3b0182f-5077-4d80-a404-da23b047d115,prof_turing_2079563459,alan.turing.2079563459@academy-tech.io,Alan,Turing,ROLE_FORMATEUR,ACTIVE,2026-02-14 14:49:08.1413,f,f,0,0,0,0,f,t,t
2e4d5d33-c7ef-4ddd-9720-705945806985,trainer2fa_1509378641,trainer2fa_1509378641@pmp.edu,TwoFA,Trainer,ROLE_FORMATEUR,ACTIVE,2026-02-14 14:49:04.526089,f,f,0,0,0,0,f,t,t
72aed62e-b3d0-4588-8ee3-f045f05bd6bf,instructor_1379690710,instructor_1379690710@test.local,Test,instructor,ROLE_FORMATEUR,ACTIVE,2026-02-14 14:28:38.615993,f,f,0,0,0,0,t,t,f
6741740b-e2cd-4f37-89f2-cc554089ff10,prof_turing_1627230817,alan.turing.1627230817@academy-tech.io,Alan,Turing,ROLE_FORMATEUR,ACTIVE,2026-02-14 14:28:37.645694,f,f,0,0,0,0,f,t,t
5d92ba2e-23f5-4c15-a6fc-eacfaff9ba68,ctf_test_trainer,ctf_test_trainer@example.com,CTF,Trainer,ROLE_FORMATEUR,ACTIVE,2026-02-08 22:09:24.595993,f,f,0,0,0,0,t,t,f
7c7981c1-18c2-43a8-864d-5b6e3a8ffb3e,trainer_20260208210041,trainer_20260208210041@pmp.local,Formateur,Demo,ROLE_FORMATEUR,ACTIVE,2026-02-08 20:00:42.858705,f,f,0,0,0,0,f,t,t
6f7a4719-1af1-447e-b2f4-1df28e834fd5,prof_turing_1294729596,alan.turing.1294729596@academy-tech.io,Alan,Turing,ROLE_FORMATEUR,ACTIVE,2026-02-02 11:08:07.196201,f,f,0,0,0,0,f,t,t
25cb84df-b0ea-4fe9-904f-0be8bd172048,prof_turing_1533115741,alan.turing.1533115741@academy-tech.io,Alan,Turing,ROLE_FORMATEUR,ACTIVE,2026-02-02 11:05:34.900251,f,f,0,0,0,0,f,t,t
8613b72d-650e-4f92-9af0-7431fd8e413d,debug_prof_797223599,debug.prof.797223599@test.com,Debug,Prof,ROLE_FORMATEUR,ACTIVE,2026-02-02 11:05:12.171896,f,f,0,0,0,0,t,t,f
f2bb0433-b747-435a-b9c4-7921dae0b591,prof_turing_1199246718,alan.turing.1199246718@academy-tech.io,Alan,Turing,ROLE_FORMATEUR,ACTIVE,2026-02-02 11:02:36.442517,f,f,0,0,0,0,f,t,t
988a00c0-3951-412a-9432-66e04cbd69c6,prof_turing_1768373435,alan.turing.1768373435@academy-tech.io,Alan,Turing,ROLE_FORMATEUR,ACTIVE,2026-02-02 11:02:08.260593,f,f,0,0,0,0,f,t,t
0888683f-ab59-4c5d-b29a-e46a26ee6a9f,marie_curie_1788724596,marie.curie.1788724596@academy-test.com,Marie,Curie,ROLE_FORMATEUR,ACTIVE,2026-02-02 10:52:13.34094,f,f,0,0,0,0,f,t,t
4c1aa5fe-8fb8-4a06-9dd2-05369d340a14,instructor_958156580,instructor_958156580@test.local,Test,instructor,ROLE_FORMATEUR,ACTIVE,2026-02-02 10:49:35.467477,f,f,0,0,0,0,t,t,f
535b53dc-a4d9-491b-b5fd-85bcf891a87c,test_instructor_1676916756,instructor_966883992@pmp.local,Test,Instructor,ROLE_FORMATEUR,ACTIVE,2026-02-02 10:47:07.010294,f,f,0,0,0,0,t,t,f
5d4ea2f9-2b9d-4fa9-a68b-83016f9ef4cd,test_instructor_916883284,instructor_659705473@pmp.local,Test,Instructor,ROLE_FORMATEUR,ACTIVE,2026-02-02 10:45:34.458013,f,f,0,0,0,0,t,t,f
041138d7-0bf7-48e8-a626-de754a6f270c,formateur,trainer@pmp.local,System,Formateur,ROLE_FORMATEUR,ACTIVE,2026-02-02 10:40:27.381272,f,f,0,0,0,0,f,t,t
950c657f-cab5-4471-869a-471ad3a3b922,formateur_pmp,trainer@pmp.edu,Sophie,Formateur,ROLE_FORMATEUR,ACTIVE,2026-02-01 22:06:27.076243,f,f,0,0,0,0,f,t,t
f2724263-fa4d-4dc2-8f90-efc7a2f292fe,formateur_test1,formateur1@test.com,Sophie,Prof,ROLE_FORMATEUR,ACTIVE,2026-01-31 21:55:59.737944,f,f,0,0,0,0,t,t,f
04de3530-bef4-44ac-9359-71728eea2e2d,merchant_1771257520803,merchant_1771257520803@example.test,Merchant,Instant,ROLE_MARCHAND,ACTIVE,2026-02-16 15:58:41.608399,f,t,0,2,0,2,t,t,f
2d5fb792-fea0-423f-aa99-a55eea6a04fa,bob.merchant.915610077,bob.merchant.915610077@shop.com,Bob,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-15 16:19:31.631237,f,t,0,0,0,0,f,t,t
37dfef31-1384-4f42-8805-26b5f8d8ce9e,bob.merchant.687290053,bob.merchant.687290053@shop.com,Bob,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-15 13:45:16.215405,f,t,0,0,0,0,f,t,t
1e83e794-5aed-46f0-8a7a-ec036e0755c6,bob.merchant.1018112209,bob.merchant.1018112209@shop.com,Bob,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-14 15:29:37.809133,f,t,0,4,0,4,f,t,t
b59bd7cb-f699-4f80-ab5f-550d9dd10b3e,bob.merchant.86258970,bob.merchant.86258970@shop.com,Bob,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-14 14:49:12.535594,f,t,0,0,0,0,f,t,t
1b606f1f-d73c-4a39-a01f-81614aaf6760,bob.merchant.1600669129,bob.merchant.1600669129@shop.com,Bob,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-14 14:35:08.473935,f,t,0,0,0,0,f,t,t
ddc81095-6716-4f4c-8f55-d22cc5e3bf8f,merchant_1276845990,merchant_1276845990@test.local,Test,merchant,ROLE_MARCHAND,ACTIVE,2026-02-14 14:28:40.167798,f,t,0,0,0,0,t,t,f
b701257f-5452-4b7c-b99d-52c03a81385d,bob.merchant.1518545939,bob.merchant.1518545939@shop.com,Bob,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-14 14:28:36.181546,f,t,0,0,0,0,f,t,t
cbe88595-a75f-43be-bdda-5b7854f7a3c0,merchant_20260208210041,merchant_20260208210041@pmp.local,Marchand,Demo,ROLE_MARCHAND,ACTIVE,2026-02-08 20:00:42.2031,f,t,0,0,0,0,t,t,f
1256b860-f6eb-4d5d-bc2f-611049362b28,merchant_gamma_1770137010289,merchant.gamma.1770137010289@pmp.local,Gamma,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-03 16:43:31.375771,f,t,0,0,0,0,t,t,f
f939b01e-7a70-4717-b900-637c8a2ed0e0,merchant_beta_1770137010289,merchant.beta.1770137010289@pmp.local,Beta,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-03 16:43:31.082069,f,t,0,0,0,0,t,t,f
a08a2f28-6794-4b38-b5fd-99422721fd08,merchant_alpha_1770137010289,merchant.alpha.1770137010289@pmp.local,Alpha,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-03 16:43:30.846725,f,t,0,0,0,0,t,t,f
be780107-a345-4ae4-af17-4cd7c71df0ea,total.merchant3.1770136211082,total.merchant3.1770136211082@pmp.local,Total,Merchant3,ROLE_MARCHAND,ACTIVE,2026-02-03 16:30:13.374347,f,t,0,0,0,0,f,t,t
2fd37e9c-78bc-474f-a3bc-83f9bb030048,total.merchant2.1770136211082,total.merchant2.1770136211082@pmp.local,Total,Merchant2,ROLE_MARCHAND,ACTIVE,2026-02-03 16:30:13.142473,f,t,0,0,0,0,f,t,t
ba5794fa-20b0-48f6-9129-872c920b69b7,total.merchant1.1770136211082,total.merchant1.1770136211082@pmp.local,Total,Merchant1,ROLE_MARCHAND,ACTIVE,2026-02-03 16:30:12.932036,f,t,0,0,0,0,f,t,t
