id,username,email,first_name,last_name,role,status,created_at,has_client_account,has_merchant_account,tx_as_client,tx_as_merchant,approved_tx_as_client,approved_tx_as_merchant,likely_test_account,real_user_candidate
a2c38c58-feb8-4d88-a4fd-3fec2e396dd7,diag_student_780494538,diag.student.780494538@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-13 15:49:47.035531,f,f,0,0,0,0,f,t
27952a10-1c4e-4b7c-b6b5-ba6de14bced2,julie_student_1669861609,julie.student.1669861609@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-13 15:17:29.278029,f,f,0,0,0,0,f,t
5319f319-2e7e-4d26-a75d-c99e0fdf4efb,julie_student_1714446956,julie.student.1714446956@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-13 14:21:08.523034,f,f,0,0,0,0,f,t
00bcf9fd-e9ac-41f3-8d02-cb3662b9cf5a,julie_student_1243085245,julie.student.1243085245@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-13 12:53:30.565561,f,f,0,0,0,0,f,t
d9ccc8e0-a27f-4d5e-85fa-4e8848a5f340,ctf_terminal_108818355,ctf.terminal.108818355@pmp.edu,CTF,Terminal,ROLE_ETUDIANT,ACTIVE,2026-02-09 00:26:09.903292,f,f,0,0,0,0,f,t
c2726e2f-a23d-43da-96c7-81fbebc23fd0,ctf_terminal_1256674811,ctf.terminal.1256674811@pmp.edu,CTF,Terminal,ROLE_ETUDIANT,ACTIVE,2026-02-09 00:25:34.602478,f,f,0,0,0,0,f,t
4f117507-03c8-4e31-a0c3-101856f64e4d,ctf_terminal_1775644908,ctf.terminal.1775644908@pmp.edu,CTF,Terminal,ROLE_ETUDIANT,ACTIVE,2026-02-09 00:24:54.834401,f,f,0,0,0,0,f,t
4d5aba05-54e9-4a99-8c16-d87b1b816493,ctf_terminal_1645186798,ctf.terminal.1645186798@pmp.edu,CTF,Terminal,ROLE_ETUDIANT,ACTIVE,2026-02-09 00:23:46.059884,f,f,0,0,0,0,f,t
1488d771-25af-440d-b914-a9a86084e633,julie_student_1516092199,julie.student.1516092199@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-08 23:55:13.056807,f,f,0,0,0,0,f,t
4c7d3463-f647-46ec-b959-3e1a11c4dff1,student_journey_959218639,student.journey.959218639@pmp.edu,Student,Journey,ROLE_ETUDIANT,ACTIVE,2026-02-08 23:55:13.04246,f,f,0,0,0,0,f,t
0131e22b-798d-4333-98d6-04e06da85abc,e2e_student_419113023,e2e.student.419113023@pmp.edu,E2E,Student,ROLE_ETUDIANT,ACTIVE,2026-02-08 23:42:44.55869,f,f,0,0,0,0,f,t
bda4fae5-dfd5-4fb1-af4f-975c77f6c50d,e2e_student_607326930,e2e.student.607326930@pmp.edu,E2E,Student,ROLE_ETUDIANT,ACTIVE,2026-02-08 23:42:07.199564,f,f,0,0,0,0,f,t
83e47d70-38f0-4246-a77b-ae75382fd34f,e2e_student_200409484,e2e.student.200409484@pmp.edu,E2E,Student,ROLE_ETUDIANT,ACTIVE,2026-02-08 23:41:40.689404,f,f,0,0,0,0,f,t
db0f1506-ff94-4f1d-932f-224cac78f6b3,student_ver2_73204380,student_ver2_73204380@pmp.edu,Test,Student,ROLE_ETUDIANT,ACTIVE,2026-02-08 23:25:20.660492,f,f,0,0,0,0,f,t
636e7882-a65d-4a52-bf1e-72976a14450b,julie_student_453330261,julie.student.453330261@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-08 23:24:20.479362,f,f,0,0,0,0,f,t
923b802e-9247-4c95-a939-a0fc6f1aa836,student_20260208210041,student_20260208210041@pmp.local,Etudiant,Demo,ROLE_ETUDIANT,ACTIVE,2026-02-08 20:00:42.519131,f,f,0,0,0,0,f,t
a747b092-ec24-4b36-8164-efaaaa7a6878,philbalog,philbalog@pmp.edu,Phil,Balog,ROLE_ETUDIANT,ACTIVE,2026-02-08 00:55:05.737723,f,f,0,0,0,0,f,t
7d63b53f-9772-4db7-b90f-8bda20ce6a02,debug_student_1770067381366,debug_student_1770067381366@pmp.edu,Debug,Student,ROLE_ETUDIANT,ACTIVE,2026-02-02 21:23:01.718408,f,f,0,0,0,0,f,t
bf3428ed-8dc6-4f2f-a515-b0ffda1da535,debug_student_20260202221208,debug_student_20260202221208@pmp.edu,Debug,Student,ROLE_ETUDIANT,ACTIVE,2026-02-02 21:12:08.421024,f,f,0,0,0,0,f,t
c3c8dc9b-2499-441b-940c-84125bd155f7,julie_student_1885620384,julie.student.1885620384@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-02 10:59:51.840896,f,f,0,0,0,0,f,t
fa9ebe57-e775-46e2-be16-3b8a42558b61,julie_student_91288174,julie.student.91288174@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-02 10:58:53.252354,f,f,0,0,0,0,f,t
7800742f-1996-4678-b56c-4a2276a27550,julie_student_965666912,julie.student.965666912@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-02 10:58:34.144818,f,f,0,0,0,0,f,t
a5aaa8d3-e20f-4c34-b9a7-5b5407b91499,julie_student_1580130940,julie.student.1580130940@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-02 10:57:09.471777,f,f,0,0,0,0,f,t
686d2088-3820-4ee6-98ca-f9744dfa935a,julie_student_244468235,julie.student.244468235@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-02 10:55:16.992014,f,f,0,0,0,0,f,t
0faaa870-af58-46d3-92c3-3745bd25ff7e,julie_student_1090846694,julie.student.1090846694@univ-lyon.fr,Julie,Dubois,ROLE_ETUDIANT,ACTIVE,2026-02-02 10:54:44.788355,f,f,0,0,0,0,f,t
86c1d8e3-a5fc-4e1a-a6a2-2053642d7751,jean_dupont_1788724596,jean.dupont.1788724596@univ-test.fr,Jean,Dupont,ROLE_ETUDIANT,ACTIVE,2026-02-02 10:52:13.033553,f,f,0,0,0,0,f,t
0768a1d9-3689-448f-9c33-b550b644f81e,etudiant_pmp,student01@pmp.edu,Marc,Etudiant,ROLE_ETUDIANT,ACTIVE,2026-02-01 22:06:27.076243,f,f,0,0,0,0,f,t
dfd25a84-f7d4-4cd7-b0c6-aff8008b1cef,etudiant,student@pmp.local,Jean,Etudiant,ROLE_ETUDIANT,ACTIVE,2026-01-31 21:06:53.932257,f,f,0,0,0,0,f,t
1e0a60ba-a545-469f-be21-6649daee70ff,prof_turing_1622834435,alan.turing.1622834435@academy-tech.io,Alan,Turing,ROLE_FORMATEUR,ACTIVE,2026-02-15 16:19:29.723296,f,f,0,0,0,0,f,t
48a79d62-921b-413d-8fc5-ff9f350d4549,prof_turing_1813662552,alan.turing.1813662552@academy-tech.io,Alan,Turing,ROLE_FORMATEUR,ACTIVE,2026-02-15 13:45:13.886172,f,f,0,0,0,0,f,t
58be22b2-ea6b-4f25-a5df-3d36800375b4,prof_turing_761957681,alan.turing.761957681@academy-tech.io,Alan,Turing,ROLE_FORMATEUR,ACTIVE,2026-02-14 15:29:34.696148,f,f,0,0,0,0,f,t
2943cd0c-992a-4c66-928f-cc5c364e1e1f,trainer2fa_1676273503,trainer2fa_1676273503@pmp.edu,TwoFA,Trainer,ROLE_FORMATEUR,ACTIVE,2026-02-14 14:49:54.825441,f,f,0,0,0,0,f,t
f3b0182f-5077-4d80-a404-da23b047d115,prof_turing_2079563459,alan.turing.2079563459@academy-tech.io,Alan,Turing,ROLE_FORMATEUR,ACTIVE,2026-02-14 14:49:08.1413,f,f,0,0,0,0,f,t
2e4d5d33-c7ef-4ddd-9720-705945806985,trainer2fa_1509378641,trainer2fa_1509378641@pmp.edu,TwoFA,Trainer,ROLE_FORMATEUR,ACTIVE,2026-02-14 14:49:04.526089,f,f,0,0,0,0,f,t
6741740b-e2cd-4f37-89f2-cc554089ff10,prof_turing_1627230817,alan.turing.1627230817@academy-tech.io,Alan,Turing,ROLE_FORMATEUR,ACTIVE,2026-02-14 14:28:37.645694,f,f,0,0,0,0,f,t
7c7981c1-18c2-43a8-864d-5b6e3a8ffb3e,trainer_20260208210041,trainer_20260208210041@pmp.local,Formateur,Demo,ROLE_FORMATEUR,ACTIVE,2026-02-08 20:00:42.858705,f,f,0,0,0,0,f,t
6f7a4719-1af1-447e-b2f4-1df28e834fd5,prof_turing_1294729596,alan.turing.1294729596@academy-tech.io,Alan,Turing,ROLE_FORMATEUR,ACTIVE,2026-02-02 11:08:07.196201,f,f,0,0,0,0,f,t
25cb84df-b0ea-4fe9-904f-0be8bd172048,prof_turing_1533115741,alan.turing.1533115741@academy-tech.io,Alan,Turing,ROLE_FORMATEUR,ACTIVE,2026-02-02 11:05:34.900251,f,f,0,0,0,0,f,t
f2bb0433-b747-435a-b9c4-7921dae0b591,prof_turing_1199246718,alan.turing.1199246718@academy-tech.io,Alan,Turing,ROLE_FORMATEUR,ACTIVE,2026-02-02 11:02:36.442517,f,f,0,0,0,0,f,t
988a00c0-3951-412a-9432-66e04cbd69c6,prof_turing_1768373435,alan.turing.1768373435@academy-tech.io,Alan,Turing,ROLE_FORMATEUR,ACTIVE,2026-02-02 11:02:08.260593,f,f,0,0,0,0,f,t
0888683f-ab59-4c5d-b29a-e46a26ee6a9f,marie_curie_1788724596,marie.curie.1788724596@academy-test.com,Marie,Curie,ROLE_FORMATEUR,ACTIVE,2026-02-02 10:52:13.34094,f,f,0,0,0,0,f,t
041138d7-0bf7-48e8-a626-de754a6f270c,formateur,trainer@pmp.local,System,Formateur,ROLE_FORMATEUR,ACTIVE,2026-02-02 10:40:27.381272,f,f,0,0,0,0,f,t
950c657f-cab5-4471-869a-471ad3a3b922,formateur_pmp,trainer@pmp.edu,Sophie,Formateur,ROLE_FORMATEUR,ACTIVE,2026-02-01 22:06:27.076243,f,f,0,0,0,0,f,t
2d5fb792-fea0-423f-aa99-a55eea6a04fa,bob.merchant.915610077,bob.merchant.915610077@shop.com,Bob,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-15 16:19:31.631237,f,t,0,0,0,0,f,t
37dfef31-1384-4f42-8805-26b5f8d8ce9e,bob.merchant.687290053,bob.merchant.687290053@shop.com,Bob,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-15 13:45:16.215405,f,t,0,0,0,0,f,t
1e83e794-5aed-46f0-8a7a-ec036e0755c6,bob.merchant.1018112209,bob.merchant.1018112209@shop.com,Bob,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-14 15:29:37.809133,f,t,0,4,0,4,f,t
b59bd7cb-f699-4f80-ab5f-550d9dd10b3e,bob.merchant.86258970,bob.merchant.86258970@shop.com,Bob,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-14 14:49:12.535594,f,t,0,0,0,0,f,t
1b606f1f-d73c-4a39-a01f-81614aaf6760,bob.merchant.1600669129,bob.merchant.1600669129@shop.com,Bob,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-14 14:35:08.473935,f,t,0,0,0,0,f,t
b701257f-5452-4b7c-b99d-52c03a81385d,bob.merchant.1518545939,bob.merchant.1518545939@shop.com,Bob,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-14 14:28:36.181546,f,t,0,0,0,0,f,t
be780107-a345-4ae4-af17-4cd7c71df0ea,total.merchant3.1770136211082,total.merchant3.1770136211082@pmp.local,Total,Merchant3,ROLE_MARCHAND,ACTIVE,2026-02-03 16:30:13.374347,f,t,0,0,0,0,f,t
2fd37e9c-78bc-474f-a3bc-83f9bb030048,total.merchant2.1770136211082,total.merchant2.1770136211082@pmp.local,Total,Merchant2,ROLE_MARCHAND,ACTIVE,2026-02-03 16:30:13.142473,f,t,0,0,0,0,f,t
ba5794fa-20b0-48f6-9129-872c920b69b7,total.merchant1.1770136211082,total.merchant1.1770136211082@pmp.local,Total,Merchant1,ROLE_MARCHAND,ACTIVE,2026-02-03 16:30:12.932036,f,t,0,0,0,0,f,t
9aee696c-7415-4b2f-9f95-d0f68363dff5,bob.merchant.469630387,bob.merchant.469630387@shop.com,Bob,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-02 11:18:18.958872,f,t,0,4,0,4,f,t
ad6184a8-faf7-4026-bbc3-ac4272a3741e,boulangerie_paris_1788724596,contact.1788724596@boulangerie-test.fr,Pierre,Boulanger,ROLE_MARCHAND,ACTIVE,2026-02-02 10:52:13.998924,f,t,0,0,0,0,f,t
af112ce4-704d-4046-bb15-6fa114daf446,marchand_pmp,bakery@pmp.edu,Boulangerie,Pédago,ROLE_MARCHAND,ACTIVE,2026-02-01 22:06:27.076243,f,t,0,0,0,0,f,t
ea283611-bb3c-46b2-a458-125b66876db9,marchand,merchant@pmp.local,Pierre,Commercant,ROLE_MARCHAND,ACTIVE,2026-01-31 21:06:53.932257,f,t,0,0,0,0,f,t
